"506","EURO","PTE","ESP","81999898","1","1","","00000000"
"105","M","ATS","IEP","80009898","1","1","EURO","00000000"
"516","G","BEF","DEM","81999898","1","1","","00000000"
"506","EURO","PTE","NLG","81999898","100","1","","00000000"
"105","M","ATS","ITL","80009898","1","1","EURO","00000000"
"516","G","CAD","DEM","81999898","1","1","","00000000"
"506","EURX","CHF","BEF","81999898","1","1","","00000000"
"516","G","CHF","DEM","81999898","1","1","","00000000"
"105","M","BEF","FIM","80009898","1","1","EURO","00000000"
"506","EURX","CHF","ESP","81999898","1","1","","00000000"
"105","M","BEF","IEP","80009898","1","1","EURO","00000000"
"516","G","DEM","DEM","81999898","1","1","","00000000"
"506","EURX","CHF","NLG","81999898","1","1","","00000000"
"516","G","FIM","DEM","81999898","1","1","","00000000"
"105","M","BEF","ITL","80009898","1","1","EURO","00000000"
"506","EURX","EUR","BEF","81999898","1","1","","00000000"
"516","G","FRF","DEM","81999898","1","1","","00000000"
"105","M","CHF","FIM","80009898","1","1","EURX","00000000"
"506","EURX","EUR","ESP","81999898","1","1","","00000000"
"516","G","ITL","DEM","81999898","1000","1","","00000000"
"105","M","CHF","IEP","80009898","1","1","EURX","00000000"
"516","G","JPY","DEM","81999898","100","1","","00000000"
"506","EURX","EUR","NLG","81999898","1","1","","00000000"
"105","M","CHF","ITL","80009898","1","1","EURX","00000000"
"516","G","NLG","DEM","81999898","1","1","","00000000"
"105","M","DEM","FIM","80009898","1","1","EURO","00000000"
"506","EURX","GBP","BEF","81999898","1","1","","00000000"
"516","G","NOK","DEM","81999898","1","1","","00000000"
"105","M","DEM","IEP","80009898","1","1","EURO","00000000"
"506","EURX","GBP","ESP","81999898","1","1","","00000000"
"516","G","RUB","DEM","81999898","1","1","","00000000"
"506","EURX","GBP","NLG","81999898","1","1","","00000000"
"105","M","DEM","ITL","80009898","1","1","EURO","00000000"
"516","G","RUR","DEM","81999898","1","1","","00000000"
"506","EURX","USD","BEF","81999898","1","1","","00000000"
"105","M","DKK","FIM","80009898","1","1","EURX","00000000"
"516","G","SEK","DEM","81999898","1","1","","00000000"
"105","M","DKK","IEP","80009898","1","1","EURX","00000000"
"506","EURX","USD","ESP","81999898","1","1","","00000000"
"516","G","USD","DEM","81999898","1","1","","00000000"
"506","EURX","USD","NLG","81999898","1","1","","00000000"
"105","M","DKK","ITL","80009898","1","1","EURX","00000000"
"516","G","ZAR","DEM","81999898","1","1","","00000000"
"506","G","CAD","BEF","81999898","1","1","","00000000"
"105","M","ESP","FIM","80009898","100","1","EURO","00000000"
"516","P","MXN","DEM","81999898","100","1","","00000000"
"506","G","CAD","ESP","81999898","1","1","","00000000"
"105","M","ESP","IEP","80009898","1","1","EURO","00000000"
"105","M","ESP","ITL","80009898","1","1","EURO","00000000"
"519","100*","USD","DEM","81999898","1","1","","00000000"
"506","G","DEM","NLG","81999898","1","1","","00000000"
